,College,Branch,Category,Gender,Opening_Rank,Closing_Rank,branch_ins
2080,IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,4930,5353,1165209
2081,IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,2405,2863,1165209
2082,IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,3991,3991,1165209
2083,IIT (BHU) Varanasi,"Ceramic Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,1485,1485,1165209
2084,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",OPEN,N,6345,8343,1164107
2085,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",OPEN,F,10421,14690,1164107
2086,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",EWS,N,1090,1389,1164107
2087,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",EWS,F,2289,2561,1164107
2088,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,N,2790,3382,1164107
2089,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,F,4366,6701,1164107
2090,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",SC,N,1430,1982,1164107
2091,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",SC,F,2501,2765,1164107
2092,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",ST,N,890,1000,1164107
2093,IIT (BHU) Varanasi,"Chemical Engineering (4 Years, B. Tech)",ST,F,1304,1402,1164107
2094,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",OPEN,N,7324,9867,1164109
2095,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",OPEN,F,14686,16006,1164109
2096,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",EWS,N,1357,1529,1164109
2097,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",EWS,F,2966,2984,1164109
2098,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,N,2928,3538,1164109
2099,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",OBC-NCL,F,6455,7480,1164109
2100,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",SC,N,1494,1917,1164109
2101,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",SC,F,2528,2811,1164109
2102,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",ST,N,435,670,1164109
2103,IIT (BHU) Varanasi,"Civil Engineering (4 Years, B. Tech)",ST,F,989,1096,1164109
2104,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,N,9320,11085,1165213
2105,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,F,17458,18095,1165213
2106,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,N,1491,1572,1165213
2107,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,F,3402,3402,1165213
2108,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,N,3437,3643,1165213
2109,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,F,7799,7823,1165213
2110,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",SC,N,1648,2009,1165213
2111,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",SC,F,3159,3159,1165213
2112,IIT (BHU) Varanasi,"Civil Engineering(5 Years, B. Tech- M. Tech Dual Deg.)",ST,N,798,842,1165213
2113,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,N,426,897,1164110
2114,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN,F,1767,2309,1164110
2115,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",OPEN (PwD),N,50,51,1164110
2116,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,N,106,125,1164110
2117,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",EWS,F,278,300,1164110
2118,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,N,218,389,1164110
2119,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL,F,711,777,1164110
2120,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",OBC-NCL (PwD),N,13,13,1164110
2121,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",SC,N,128,218,1164110
2122,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",SC,F,476,568,1164110
2123,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",ST,N,76,121,1164110
2124,IIT (BHU) Varanasi,"Computer Science and  Engineering(4 Years, B. Tech)",ST,F,228,228,1164110
2125,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,1075,1318,1165216
2126,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,2829,2983,1165216
2127,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,165,166,1165216
2128,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,544,544,1165216
2129,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,409,591,1165216
2130,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,1224,1440,1165216
2131,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL (PwD),N,36,36,1165216
2132,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,242,279,1165216
2133,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,928,928,1165216
2134,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,138,161,1165216
2135,IIT (BHU) Varanasi,"Computer Science and  Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,F,353,353,1165216
2136,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OPEN,N,3158,3706,1164111
2137,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OPEN,F,6440,7103,1164111
2138,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",EWS,N,477,575,1164111
2139,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",EWS,F,1067,1185,1164111
2140,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,N,1162,1538,1164111
2141,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",OBC-NCL,F,3592,3972,1164111
2142,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",SC,N,651,945,1164111
2143,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",SC,F,1434,2017,1164111
2144,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",ST,N,339,521,1164111
2145,IIT (BHU) Varanasi,"Electrical Engineering (4 Years, B. Tech)",ST,F,578,796,1164111
2146,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,N,3986,5408,1165223
2147,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,F,7523,7867,1165223
2148,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,N,664,699,1165223
2149,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,F,1685,1685,1165223
2150,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,N,1604,1798,1165223
2151,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,F,5041,5231,1165223
2152,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",SC,N,993,1094,1165223
2153,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",SC,F,2239,2239,1165223
2154,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",ST,N,535,535,1165223
2155,IIT (BHU) Varanasi,"Electrical Engineering with M. Tech. in Power Electronics(5 Years, B. Tech- M. Tech Dual Deg.)",ST,F,1056,1056,1165223
2156,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",OPEN,N,1918,3128,1164113
2157,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",OPEN,F,5240,6289,1164113
2158,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",EWS,N,368,453,1164113
2159,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",EWS,F,896,948,1164113
2160,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",OBC-NCL,N,670,1274,1164113
2161,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",OBC-NCL,F,2486,3481,1164113
2162,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",SC,N,539,807,1164113
2163,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",SC,F,1377,1774,1164113
2164,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",ST,N,341,461,1164113
2165,IIT (BHU) Varanasi,"Electronics Engineering(4 Years, B. Tech)",ST,F,679,840,1164113
2166,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,6450,8711,1165267
2167,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,12085,15957,1165267
2168,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,1424,1593,1165267
2169,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,3024,3024,1165267
2170,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,3345,3981,1165267
2171,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,7256,7256,1165267
2172,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,1977,2415,1165267
2173,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,3706,3706,1165267
2174,IIT (BHU) Varanasi,"Engineering Physics(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,1157,1167,1165267
2175,IIT (BHU) Varanasi,"Industrial Chemistry (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,10471,13456,1165290
2176,IIT (BHU) Varanasi,"Industrial Chemistry (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,21161,22135,1165290
2177,IIT (BHU) Varanasi,"Industrial Chemistry (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,2288,2343,1165290
2178,IIT (BHU) Varanasi,"Industrial Chemistry (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,4514,5137,1165290
2179,IIT (BHU) Varanasi,"Industrial Chemistry (5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,2809,2859,1165290
2180,IIT (BHU) Varanasi,"Industrial Chemistry (5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,3579,3579,1165290
2181,IIT (BHU) Varanasi,"Industrial Chemistry (5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,1459,1502,1165290
2182,IIT (BHU) Varanasi,"Materials Science and  Technology(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,11017,13359,1165232
2183,IIT (BHU) Varanasi,"Materials Science and  Technology(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,20398,20893,1165232
2184,IIT (BHU) Varanasi,"Materials Science and  Technology(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,1911,1920,1165232
2185,IIT (BHU) Varanasi,"Materials Science and  Technology(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,3817,3817,1165232
2186,IIT (BHU) Varanasi,"Materials Science and  Technology(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,4552,5077,1165232
2187,IIT (BHU) Varanasi,"Materials Science and  Technology(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,2595,2696,1165232
2188,IIT (BHU) Varanasi,"Materials Science and  Technology(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,3860,3878,1165232
2189,IIT (BHU) Varanasi,"Materials Science and  Technology(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,1321,1321,1165232
2190,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,1649,2369,1165254
2191,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,3132,4314,1165254
2192,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,302,349,1165254
2193,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,868,868,1165254
2194,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,602,1080,1165254
2195,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,2657,2976,1165254
2196,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,385,759,1165254
2197,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,1212,1212,1165254
2198,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,332,566,1165254
2199,IIT (BHU) Varanasi,"Mathematics and  Computing(5 Years, B. Tech - M. Tech Dual Deg.)",ST,F,701,701,1165254
2200,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",OPEN,N,4375,7083,1164125
2201,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",OPEN,F,12234,13852,1164125
2202,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",EWS,N,965,1184,1164125
2203,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",EWS,F,2458,2497,1164125
2204,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,N,1966,2726,1164125
2205,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",OBC-NCL,F,5654,6195,1164125
2206,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",SC,N,1079,1670,1164125
2207,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",SC,F,2553,2772,1164125
2208,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",ST,N,538,820,1164125
2209,IIT (BHU) Varanasi,"Mechanical Engineering(4 Years, B. Tech)",ST,F,1171,1259,1164125
2210,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,6951,7912,1165233
2211,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,14324,14576,1165233
2212,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,1236,1414,1165233
2213,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,2623,2623,1165233
2214,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,2845,3057,1165233
2215,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,4565,6905,1165233
2216,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,1561,1673,1165233
2217,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,884,927,1165233
2218,IIT (BHU) Varanasi,"Mechanical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,F,1375,1375,1165233
2219,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",OPEN,N,8222,11057,1164126
2220,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",OPEN,F,13719,18033,1164126
2221,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",EWS,N,1554,1725,1164126
2222,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",EWS,F,3209,3335,1164126
2223,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",OBC-NCL,N,3401,3969,1164126
2224,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",OBC-NCL,F,6927,7882,1164126
2225,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",SC,N,2026,2380,1164126
2226,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",SC,F,3026,3334,1164126
2227,IIT (BHU) Varanasi,"Metallurgical Engineering(4 Years, B. Tech)",ST,N,872,1184,1164126
2228,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,10833,12522,1165240
2229,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,19197,20023,1165240
2230,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,1893,1945,1165240
2231,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",EWS,F,3511,3511,1165240
2232,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,4074,4542,1165240
2233,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,F,9152,9152,1165240
2234,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,2363,2472,1165240
2235,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,3616,3616,1165240
2236,IIT (BHU) Varanasi,"Metallurgical Engineering(5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,1289,1322,1165240
2237,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",OPEN,N,10811,12824,1164130
2238,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",OPEN,F,20764,22613,1164130
2239,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",EWS,N,1786,2025,1164130
2240,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",EWS,F,3449,3508,1164130
2241,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",OBC-NCL,N,3974,4606,1164130
2242,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",OBC-NCL,F,6713,9199,1164130
2243,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",SC,N,2143,2759,1164130
2244,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",SC,F,3407,3608,1164130
2245,IIT (BHU) Varanasi,"Mining Engineering (4 Years, B. Tech)",ST,N,964,1234,1164130
2246,IIT (BHU) Varanasi,"Mining Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,N,12535,14632,1165247
2247,IIT (BHU) Varanasi,"Mining Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OPEN,F,22657,23258,1165247
2248,IIT (BHU) Varanasi,"Mining Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",EWS,N,2176,2320,1165247
2249,IIT (BHU) Varanasi,"Mining Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",OBC-NCL,N,4778,5073,1165247
2250,IIT (BHU) Varanasi,"Mining Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,N,2803,2918,1165247
2251,IIT (BHU) Varanasi,"Mining Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",SC,F,3968,3968,1165247
2252,IIT (BHU) Varanasi,"Mining Engineering (5 Years, B. Tech - M. Tech Dual Deg.)",ST,N,1274,1274,1165247
2253,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",OPEN,N,10581,14311,1164173
2254,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",OPEN,F,19373,21754,1164173
2255,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",EWS,N,2087,2339,1164173
2256,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",EWS,F,3551,3651,1164173
2257,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",OBC-NCL,N,4703,5160,1164173
2258,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",OBC-NCL,F,8958,9159,1164173
2259,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",SC,N,2452,2916,1164173
2260,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",SC,F,3792,3929,1164173
2261,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology (4 Years, B. Tech)",ST,N,1344,1492,1164173
2262,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,N,14262,15463,1165291
2263,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology(5 Years, B. Tech- M. Tech Dual Deg.)",OPEN,F,21957,22526,1165291
2264,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology(5 Years, B. Tech- M. Tech Dual Deg.)",EWS,N,2237,2267,1165291
2265,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology(5 Years, B. Tech- M. Tech Dual Deg.)",OBC-NCL,N,5070,5366,1165291
2266,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology(5 Years, B. Tech- M. Tech Dual Deg.)",SC,N,2799,2854,1165291
2267,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology(5 Years, B. Tech- M. Tech Dual Deg.)",SC,F,4016,4016,1165291
2268,IIT (BHU) Varanasi,"Pharmaceutical Engineering &  Technology(5 Years, B. Tech- M. Tech Dual Deg.)",ST,N,1318,1495,1165291
2269,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",OPEN,N,8150,10112,1174194
2270,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",OPEN,F,13534,15770,1174194
2271,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",EWS,N,1365,1567,1174194
2272,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",EWS,F,3011,3510,1174194
2273,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",OBC-NCL,N,3456,3837,1174194
2274,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",OBC-NCL,F,7546,7974,1174194
2275,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",SC,N,2031,2353,1174194
2276,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",SC,F,3168,3424,1174194
2277,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",ST,N,1111,1237,1174194
2278,IIT Guwahati,"Biosciences and  Bioengineering(4 Years, B. Tech)",ST,F,1428,1428,1174194
2279,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",OPEN,N,5117,6144,1174107
2280,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",OPEN,F,10694,12319,1174107
2281,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",EWS,N,962,1155,1174107
2282,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",EWS,F,1795,2189,1174107
2283,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,N,2084,2488,1174107
2284,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",OBC-NCL,F,5521,5951,1174107
2285,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",SC,N,1268,1573,1174107
2286,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",SC,F,2135,2442,1174107
2287,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",ST,N,642,865,1174107
2288,IIT Guwahati,"Chemical Engineering (4 Years, B. Tech)",ST,F,1200,1248,1174107
2289,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",OPEN,N,6544,8099,1174108
2290,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",OPEN,F,12386,14113,1174108
2291,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",EWS,N,1141,1234,1174108
2292,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",EWS,F,2781,2781,1174108
2293,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",OBC-NCL,N,2856,3473,1174108
2294,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",OBC-NCL,F,6080,6863,1174108
2295,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",SC,N,1459,1900,1174108
2296,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",SC,F,2732,3030,1174108
2297,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",ST,N,814,862,1174108
2298,IIT Guwahati,"Chemical Science and  Technology(4 Years, B. Tech)",ST,F,1352,1352,1174108
2299,IIT Guwahati,"Civil Engineering (4 Years, B. Tech)",OPEN,N,4944,7859,1174109
2300,IIT Guwahati,"Civil Engineering (4 Years, B. Tech)",OPEN,F,13280,15280,1174109
2301,IIT Guwahati,"Civil Engineering (4 Years, B. Tech)",EWS,N,1205,1362,1174109
2302,IIT Guwahati,"Civil Engineering (4 Years, B. Tech)",EWS,F,2134,2631,1174109
